05/2019,40427.59948
06/2019,37933.24526
07/2019,37700.2275
08/2019,33958.46421
09/2019,38302.34581
10/2019,43642.20966
11/2019,38398.80272
12/2019,40208.25558
01/2020,36958.59292
02/2020,35532.493
03/2020,35267.29121
04/2020,29543.38916
05/2020,26770.05243
06/2020,30600.11771
07/2020,32185.66861
08/2020,30417.51869
09/2020,33650.99257
10/2020,37134.41777
11/2020,37230.80303
12/2020,38235.22564
01/2021,27419.72569
02/2021,36623.32257
03/2021,48317.88612
04/2021,37577.0528
05/2021,38185.51588
06/2021,38067.11553
07/2021,37062.92952
08/2021,33182.5534
09/2021,39440.96599
10/2021,46365.50755
11/2021,40114.18749
12/2021,45457.1874
01/2022,35589.8225
02/2022,40038.925
03/2022,45069.69523
04/2022,39416.15267
05/2022,45391.76575
06/2022,40757.50535
07/2022,44520.19079
08/2022,45740.81632
09/2022,47912.60874
10/2022,47134.45358
11/2022,49188.39842
12/2022,48803.02557
01/2023,37734.61457
02/2023,41785.08878
03/2023,46239.4069
04/2023,40281.55559
05/2023,46908.2127
06/2023,43584.1245
07/2023,44527.93351
08/2023,43043.20162
09/2023,43647.5468
10/2023,50327.03604
11/2023,46179.34901
